Página,Producto,Precio_Oferta,Link
6,Peluche Araña Lucas The Spider,17.1,https://www.mercadolibre.com.ec/peluche-arana-lucas-the-spider/up/MECU3150741094?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=cb47ee60-9e19-473a-b145-d3a5526f632f&tracking_id=f5a01e3e-e462-4727-b918-03178498063a&wid=MEC613659288&sid=offers
6,Zapatillas Deportivas De Mujer Gris Claro Geométrico 37 Eu,47.56,https://www.mercadolibre.com.ec/zapatillas-deportivas-de-mujer/up/MECU3375838286?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=cb47ee60-9e19-473a-b145-d3a5526f632f&tracking_id=f5a01e3e-e462-4727-b918-03178498063a&wid=MEC667579724&sid=offers
6,Zapatos Deportivos Para Hombre Gris Lisa 42 Eu,47.56,https://www.mercadolibre.com.ec/zapatos-deportivos-para-hombre/up/MECU3759576376?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=cb47ee60-9e19-473a-b145-d3a5526f632f&tracking_id=f5a01e3e-e462-4727-b918-03178498063a&wid=MEC755366806&sid=offers
6,Jean Straight Fit Chevignon 439f037 Azul Crist,62.3,https://articulo.mercadolibre.com.ec/MEC-590190750-jean-straight-fit-chevignon-439f037-azul-crist-_JM?searchVariation=185945463235#polycard_client=offers&deal_print_id=cb47ee60-9e19-473a-b145-d3a5526f632f&tracking_id=f5a01e3e-e462-4727-b918-03178498063a
6,Xiaomi Mi Tv Stick Tv Box Android Smarttv Googleassistant 4k Negro De Voz,76.94,https://www.mercadolibre.com.ec/xiaomi-mi-tv-stick-tv-box-android-smarttv-googleassistant-4k-negro-de-voz/p/MEC22726626?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=cb47ee60-9e19-473a-b145-d3a5526f632f&tracking_id=f5a01e3e-e462-4727-b918-03178498063a&wid=MEC765063528&sid=offers
6,Sticker Pegatina Bebe A Bordo,4.75,https://www.mercadolibre.com.ec/sticker-pegatina-bebe-a-bordo/up/MECU2438859620?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=cb47ee60-9e19-473a-b145-d3a5526f632f&tracking_id=f5a01e3e-e462-4727-b918-03178498063a&wid=MEC518519195&sid=offers
6,Nexxt Home Basic Kit Nhc-i710- Nhp-s611- Nhb-c110 Blanco,43.0,https://www.mercadolibre.com.ec/nexxt-home-basic-kit-nhc-i710-nhp-s611-nhb-c110/p/MEC45838621?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=cb47ee60-9e19-473a-b145-d3a5526f632f&tracking_id=f5a01e3e-e462-4727-b918-03178498063a&wid=MEC623784830&sid=offers
6,Mannol Diesel Ester Additive 100ml,3.01,https://articulo.mercadolibre.com.ec/MEC-771121796-mannol-diesel-ester-additive-100ml-_JM#polycard_client=offers&deal_print_id=cb47ee60-9e19-473a-b145-d3a5526f632f&tracking_id=f5a01e3e-e462-4727-b918-03178498063a&wid=MEC771121796&sid=offers
6,Lector De Códigos Negro,22.36,https://www.mercadolibre.com.ec/lector-de-codigos/up/MECU2438916198?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=cb47ee60-9e19-473a-b145-d3a5526f632f&tracking_id=f5a01e3e-e462-4727-b918-03178498063a&wid=MEC527625389&sid=offers
6,"Tobillera Ortopédica Elástica, Estabilidad, Protección Contra El Dolor, Color Naranja",8.94,https://www.mercadolibre.com.ec/tobillera-ortopedica-elastica-estabilidad-proteccion-contra-el-dolor-color-naranja/p/MEC64588872?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=cb47ee60-9e19-473a-b145-d3a5526f632f&tracking_id=f5a01e3e-e462-4727-b918-03178498063a&wid=MEC761332564&sid=offers
6,Disco Freno Delantero Chevrolet Cavalier 17/21,30.43,https://www.mercadolibre.com.ec/disco-freno-delantero-chevrolet-cavalier-1721/up/MECU2438936450?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=cb47ee60-9e19-473a-b145-d3a5526f632f&tracking_id=f5a01e3e-e462-4727-b918-03178498063a&wid=MEC573625938&sid=offers
6,Membranas Caucho Conductor Joycon Derecho -botones Nintendo,4.75,https://www.mercadolibre.com.ec/membranas-caucho-conductor-joycon-derecho-botones-nintendo/up/MECU2662641079?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=cb47ee60-9e19-473a-b145-d3a5526f632f&tracking_id=f5a01e3e-e462-4727-b918-03178498063a&wid=MEC516350696&sid=offers
6,"Apliques Navideños, Scrap, Scrapbook, Navidad, Dijes,mdf",19.0,https://www.mercadolibre.com.ec/apliques-navidenos-scrap-scrapbook-navidad-dijesmdf/up/MECU2438652106?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=cb47ee60-9e19-473a-b145-d3a5526f632f&tracking_id=f5a01e3e-e462-4727-b918-03178498063a&wid=MEC518252403&sid=offers
6,Piscina Plegable Para Mascotas Y Niños Azul Claro,30.1,https://www.mercadolibre.com.ec/piscina-plegable-para-mascotas-y-ninos/up/MECU3423073222?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=cb47ee60-9e19-473a-b145-d3a5526f632f&tracking_id=f5a01e3e-e462-4727-b918-03178498063a&wid=MEC676325922&sid=offers
7,Llavero De Star Wars Stormtrooper Blanco De Colección,6.89,https://www.mercadolibre.com.ec/llavero-de-star-wars-stormtrooper-blanco-de-coleccion/up/MECU2438917512?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC545376722&sid=offers
7,Televisor Tcl 65 Pulgadas 4k V6c 2025,655.6,https://www.mercadolibre.com.ec/tv-smart-tcl-65-4k-65v6c/p/MEC2054985476?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC605725082&sid=offers
7,Reloj Collar Coleccionable Gravity Falls Bronce,12.35,https://www.mercadolibre.com.ec/reloj-collar-coleccionable-gravity-falls/up/MECU2434211127?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC570417068&sid=offers
7,Cubo Rubik Magico 3x3 Mirror Espejo Plateado Resistente,10.34,https://www.mercadolibre.com.ec/cubo-rubik-magico-3x3-mirror-espejo-plateado-resistente/p/MEC45753520?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC614254708&sid=offers
7,"Zapatillas De Skate De Hombre Corte Bajo, Durable Y Cómodos. Dorado Oscuro 39 Eu",53.29,https://www.mercadolibre.com.ec/zapatillas-de-skate-de-hombre-corte-bajo-durable-y-comodos/up/MECU3264820833?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC643266518&sid=offers
7,Pistola De Agua Alta Presión Eléctrica Recargable Pulverizsc,34.4,https://www.mercadolibre.com.ec/pistola-de-agua-alta-presion-electrica-recargable-pulverizsc/up/MECU2434201729?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC547679990&sid=offers
7,Camara Frontal Compatible Con Samsung S20,8.0,https://www.mercadolibre.com.ec/camara-frontal-compatible-con-samsung-s20/up/MECU2438992922?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC573495640&sid=offers
7,"Cafetera Percoladora Cafe 4 Tazas, Tipo Italiana Expreso  Stainless Steel",10.32,https://www.mercadolibre.com.ec/cafetera-percoladora-cafe-4-tazas-tipo-italiana-expreso/up/MECU2438915292?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC517604954&sid=offers
7,Ginkgo Biloba Puro Americano  Promo 2 Frascos Sin Sabor,39.99,https://www.mercadolibre.com.ec/ginkgo-biloba-puro-americano--promo-2-frascos/up/MECU2434125611?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC516172584&sid=offers
7,Peluche Stray Kids Wolf Chan Skzoo Kpop De Colección,19.0,https://www.mercadolibre.com.ec/peluche-stray-kids-wolf-chan-skzoo-kpop-de-coleccion/up/MECU3145266531?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC613672130&sid=offers
7,Xiaomi Multi-function Flashlight Linterna Recargable 1000lm Blanco Negro,56.57,https://www.mercadolibre.com.ec/xiaomi-multifunction-flashlight-linterna-recargable-1000lm/up/MECU3121624037?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC608946982&sid=offers
7,Ugreen 240w Cable Usb-c A Usb-c Carga Rápida 1 Metro Negro,21.49,https://www.mercadolibre.com.ec/ugreen-240w-cable-usbc-a-usbc-carga-rapida-1-metro/up/MECU3223452269?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC626978038&sid=offers
7,Rompecabeza Puzzle 1000 Pieza Trefl Santuario Colombia 10724,19.95,https://www.mercadolibre.com.ec/rompecabeza-puzzle-1000-pieza-trefl-santuario-colombia-10724/p/MEC53544297?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC766103506&sid=offers
7,Apple AirPods 4ta Generacion A3050 Blanco,256.73,https://www.mercadolibre.com.ec/apple-airpods-4ta-generacion-a3050-blanco/p/MEC46088512?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC767884502&sid=offers
7,Cubo Rubik Lefun Cuboide 2x2x3 Fibra De Carbono + Regalo Fibra Carbono,10.45,https://www.mercadolibre.com.ec/cubo-rubik-lefun-cuboide-2x2x3-fibra-de-carbono--regalo/up/MECU2434103837?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC518063872&sid=offers
7,Piscina Rectangular Estructural 259x170x61cm Diversión Juego Azul Azul Sólido,129.0,https://www.mercadolibre.com.ec/piscina-rectangular-estructural-259x170x61cm-diversion-juego/up/MECU3271591761?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC645073534&sid=offers
7,Cubo Pyraminx 5x5 Stk Yuxin Estructura Multicolor,49.82,https://www.mercadolibre.com.ec/cubo-pyraminx-5x5-stk-yuxin-estructura-multicolor/p/MEC43664043?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC644683502&sid=offers
7,Recolector De Leche Materna Lansinoh,15.2,https://www.mercadolibre.com.ec/recolector-de-leche-materna-lansinoh/p/MEC22772984?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC580010858&sid=offers
7,Camiseta Con Escote En V Para Mujer Verde Esco,32.19,https://articulo.mercadolibre.com.ec/MEC-656214566-camiseta-con-escote-en-v-para-mujer-verde-esco-_JM?searchVariation=184445058882#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542
7,Blusa Manga Larga De Tela Con Textura Para Mujer Blanco 0 C,66.49,https://articulo.mercadolibre.com.ec/MEC-676247630-blusa-manga-larga-de-tela-con-textura-para-mujer-blanco-0-c-_JM?searchVariation=185381431906#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542
7,Collar Gargantilla Cuero Reliquias De La Muerte Harry Potter Negro,10.45,https://www.mercadolibre.com.ec/collar-gargantilla-cuero-reliquias-de-la-muerte-harry-potter/up/MECU2665018319?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC545910952&sid=offers
7,Cinta Para Boca Transpirables Anti Ronquidos Mejora Sueño,8.94,https://www.mercadolibre.com.ec/cinta-para-boca-transpirables-anti-ronquidos-mejora-sueno/p/MEC25361385?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC672451908&sid=offers
7,Mccormick Grill Gates Montreal Chicken 70g,8.0,https://articulo.mercadolibre.com.ec/MEC-770407582-mccormick-grill-gates-montreal-chicken-70g-_JM#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC770407582&sid=offers
7,Picadora Veggie Slicer: Cortador De Verduras Y Frutas 14 Pcs Gris Oscuro,14.62,https://www.mercadolibre.com.ec/picadora-veggie-slicer-cortador-de-verduras-y-frutas-14-pcs/up/MECU3235477725?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC632944526&sid=offers
7,Llavero One Punch Man Saitama Genos Anime De Colección,9.5,https://www.mercadolibre.com.ec/llavero-one-punch-man-saitama-genos-anime-de-coleccion/up/MECU2434134953?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC570934954&sid=offers
7,Collar De Naruto Mangekyo Sharingan Anime De Colección Negro,7.12,https://www.mercadolibre.com.ec/collar-de-naruto-mangekyo-sharingan-anime-de-coleccion/up/MECU2662712563?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC518253841&sid=offers
7,Llavero Personajes One Piece M3 Anime De Colección Plateado,10.45,https://www.mercadolibre.com.ec/llavero-personajes-one-piece-m3-anime-de-coleccion/up/MECU2434040277?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC563525732&sid=offers
7,Llavero Espada Toji Jujutsu Kaisen Anime De Colección,8.55,https://www.mercadolibre.com.ec/llavero-espada-toji-jujutsu-kaisen-anime-de-coleccion/up/MECU2986284823?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC598052788&sid=offers
7,Teclado Numerico Klip Xtreme Knp-100 Usb 19 Teclas Contabili Teclado Negro,8.15,https://www.mercadolibre.com.ec/teclado-numerico-klip-xtreme-knp-100-usb-19-teclas-contabili-teclado-negro/p/MEC20533627?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC736151502&sid=offers
7,Cable Toocki Tq-x61 Usb-a A Usb/usb C/micro Usb 100w 6a Negro,8.6,https://www.mercadolibre.com.ec/cable-toocki-tqx61-usba-a-usbusb-cmicro-usb-100w-6a/up/MECU3651014113?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC724295642&sid=offers
7,"Oem Pantalla Compatible Con Umidigi Bison Gt 2021 6,67  Negro",20.0,https://www.mercadolibre.com.ec/oem-pantalla-compatible-con-umidigi-bison-gt-2021-667/up/MECU2438863492?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC568536198&sid=offers
7,Botines Js Para Senderismo De Hombre Negro Geométrico 38,63.95,https://www.mercadolibre.com.ec/botines-js-para-senderismo-de-hombre/up/MECU3502563956?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC693693672&sid=offers
7,Pantalla Proyector Klip Xtreme 86 Pulgadas Tripode Kps-102b,139.99,https://www.mercadolibre.com.ec/pantalla-proyector-klip-xtreme-86-pulgadas-tripode-kps102b/up/MECU2448470288?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC588219130&sid=offers
7,3x3x3 Warrior W Jelly Cube Qiyi Cubo Rubik Color De La Estructura Transparente,9.4,https://www.mercadolibre.com.ec/3x3x3-warrior-w-jelly-cube-qiyi-cubo-rubik-color-de-la-estructura-transparente/p/MEC24433024?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC638417536&sid=offers
7,Cinwauvo Dilatador Nasal Silicona Suave Reutilizable Pack 8 Conos Ajustables,13.04,https://www.mercadolibre.com.ec/cinwauvo-dilatador-nasal-silicona-suave-reutilizable-pack-8-conos-ajustables/p/MEC50933633?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC713753170&sid=offers
7,Mouse Pad Cuadrado 20x20cm 100% Personalizado Negro Personalizdo,5.85,https://www.mercadolibre.com.ec/mouse-pad-cuadrado-20x20cm-100-personalizado/up/MECU3628538653?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC718823182&sid=offers
7,Cable Para Celular Compatible Usb-c/micro/lightning 3 En 1 Blanco,15.48,https://www.mercadolibre.com.ec/cable-para-celular-compatible-usbcmicrolightning-3-en-1/up/MECU3647981315?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC722995740&sid=offers
7,"Balanza Romana De Reloj Colgante De 50kg,bascula De Gancho Gris",20.64,https://www.mercadolibre.com.ec/balanza-romana-de-reloj-colgante-de-50kgbascula-de-gancho/up/MECU2668198196?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC525857233&sid=offers
7,Herramienta Bicicleta Multifuncional 11 En 1 Azul,14.25,https://www.mercadolibre.com.ec/herramienta-bicicleta-multifuncional-11-en-1/up/MECU3694081661?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC740026588&sid=offers
7,Amortiguador Delantero Derecho Chery Fulwin 2 14/20,33.99,https://www.mercadolibre.com.ec/amortiguador-delantero-derecho-chery-fulwin-2-1420/up/MECU2438912004?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC575575704&sid=offers
7,Cepillo De Pelo (gris Oscuro),3.27,https://www.mercadolibre.com.ec/cepillo-de-pelo-gris-oscuro/up/MECU3704255431?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC741782976&sid=offers
7,Adaptador Usb Inalámbrico Car Play 2 En 1 Para Android Auto Carplay Para Conexión Automática,37.99,https://www.mercadolibre.com.ec/adaptador-usb-inalambrico-car-play-2-en-1-para-android-auto-carplay-para-conexion-automatica/p/MEC61383119?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC772630116&sid=offers
7,Estuche Antichoque Armor Junshi Para Xiaomi Poco F8 Pro Negro Junshi,16.14,https://www.mercadolibre.com.ec/estuche-antichoque-armor-junshi-para-xiaomi-poco-f8-pro/up/MECU3806981519?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC771173766&sid=offers
7,Exfoliante Facial Con Extracto De Caracol - Hidratacion Todo Tipo De Piel Día/noche,3.8,https://www.mercadolibre.com.ec/exfoliante-facial-con-extracto-de-caracol--hidratacion/up/MECU3150599981?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC615066104&sid=offers
7,Mini Ventilador Portátil Aire Frío Recargable Ajustable 18.3 Cm 60hz Negro 1,14.61,https://www.mercadolibre.com.ec/mini-ventilador-portatil-aire-frio-recargable-ajustable/up/MECU3734819176?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC750958584&sid=offers
7,"Auriculares Para Juegos Logitech Astro A10 Gen 2, Color Lila",99.33,https://www.mercadolibre.com.ec/auriculares-para-juegos-logitech-astro-a10-gen-2-color-lila/p/MEC37267991?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC686920540&sid=offers
7,Bolsas De Almacenamiento X 25 Unidades Suavinex,13.07,https://www.mercadolibre.com.ec/bolsas-de-almacenamiento-x-25-unidades-suavinex/p/MEC27237572?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC531147893&sid=offers
7,Alicate De Liniero Alto Apalancamiento De 8  Pm-921 Proskit Verde Oscuro,23.75,https://www.mercadolibre.com.ec/alicate-de-liniero-alto-apalancamiento-de-8--pm921-proskit/up/MECU3162582705?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=c58b0110-88dd-4e80-b254-c04dd088ed67&tracking_id=f3ff4798-0169-4f10-babe-b86b00f60542&wid=MEC616409576&sid=offers
8,Soporte De Celular Tablet Klipxtreme Para Auto Hasta 14' D12 Negro,14.19,https://www.mercadolibre.com.ec/soporte-de-celular-tablet-klipxtreme-para-auto-hasta-14-d12-negro/p/MEC62795486?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=83d6a6ef-cb90-4e26-a2ad-196452f8eedb&tracking_id=9f77426c-287a-4d5d-9d8a-a0dc2990a70a&wid=MEC727923512&sid=offers
8,Estuche Para Mini Destornillador Eléctrico Inalámbrico Con 45 Piezas Naranja,18.96,https://www.mercadolibre.com.ec/estuche-para-mini-destornillador-electrico-inalambrico-con-45-piezas/p/MEC38313235?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=83d6a6ef-cb90-4e26-a2ad-196452f8eedb&tracking_id=9f77426c-287a-4d5d-9d8a-a0dc2990a70a&wid=MEC765323504&sid=offers
8,Set 4 Figuras Kirby Muy Bonitas,20.9,https://www.mercadolibre.com.ec/set-4-figuras-kirby-muy-bonitas/up/MECU3145268567?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=83d6a6ef-cb90-4e26-a2ad-196452f8eedb&tracking_id=9f77426c-287a-4d5d-9d8a-a0dc2990a70a&wid=MEC613802164&sid=offers
8,Llavero Majora Mask Legend Of Zelda,8.55,https://www.mercadolibre.com.ec/llavero-majora-mask-legend-of-zelda/up/MECU3145268581?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=83d6a6ef-cb90-4e26-a2ad-196452f8eedb&tracking_id=9f77426c-287a-4d5d-9d8a-a0dc2990a70a&wid=MEC613581380&sid=offers
8,Television Smart Tv 55 Pulgadas Tcl 4k Hdr Tv 55v6c,510.39,https://www.mercadolibre.com.ec/television-smart-tv-55-pulgadas-tcl-4k-hdr-tv-55v6c/up/MECU3812982121?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=83d6a6ef-cb90-4e26-a2ad-196452f8eedb&tracking_id=9f77426c-287a-4d5d-9d8a-a0dc2990a70a&wid=MEC772902724&sid=offers
8,Cubo Rubik 2x2 Moyu Stickerless Speed Cube,8.93,https://www.mercadolibre.com.ec/cubo-rubik-2x2-moyu-stickerless-speed-cube/p/MEC34104978?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=83d6a6ef-cb90-4e26-a2ad-196452f8eedb&tracking_id=9f77426c-287a-4d5d-9d8a-a0dc2990a70a&wid=MEC747201502&sid=offers
8,Pestañas Magneticas Negro C 2 Cm 5 Mm,7.38,https://www.mercadolibre.com.ec/pestanas-magneticas/up/MECU3296544456?pdp_filters=deal%3AMEC1008444-1#polycard_client=offers&deal_print_id=83d6a6ef-cb90-4e26-a2ad-196452f8eedb&tracking_id=9f77426c-287a-4d5d-9d8a-a0dc2990a70a&wid=MEC647270672&sid=offers
